,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
2738888,5,29,4,1006,955,1233,1231,8.0,822.0,4743.0,87,96,72,0,11,80.0,175.0,533,5,10,0,0,0,0,0
3488175,6,16,1,1914,1850,2341,2320,1.0,759.0,2199.0,207,210,184,1,24,81.0,162.0,1389,8,15,0,0,17,0,4
6244497,11,9,7,1729,1700,1904,1840,7.0,5579.0,4485.0,95,100,68,1,29,189.0,18.0,443,19,8,0,0,0,0,24
1324,1,3,4,1138,1110,1252,1250,17.0,2458.0,4103.0,74,100,60,0,28,219.0,237.0,336,2,12,0,0,0,0,0
1220283,3,16,7,1409,1335,1508,1450,17.0,122.0,2237.0,59,75,50,1,34,220.0,209.0,325,4,5,2,0,0,0,16
1298633,3,8,6,1155,1055,1255,1202,18.0,2782.0,514.0,60,67,43,1,60,81.0,136.0,224,7,10,7,0,0,0,46
3804943,7,16,3,1116,1004,1232,1123,14.0,6317.0,5248.0,76,79,58,1,72,183.0,258.0,329,4,14,0,0,69,0,0
1556183,3,31,1,1406,1340,1639,1614,9.0,711.0,2997.0,153,154,136,1,26,87.0,273.0,1023,4,13,25,0,0,0,0
3254487,6,25,3,1800,1745,2022,1921,15.0,1680.0,2212.0,142,96,71,1,15,155.0,258.0,414,5,66,0,0,61,0,0
4216393,7,7,1,1513,1500,1650,1635,6.0,887.0,3159.0,97,95,68,1,13,285.0,18.0,406,16,13,0,0,2,0,13
3090066,6,13,5,1809,1745,2247,2153,18.0,2569.0,805.0,218,188,157,1,24,299.0,96.0,1130,23,38,0,0,54,0,0
2181783,4,13,7,1942,1930,2303,2300,11.0,3776.0,4718.0,141,150,123,0,12,81.0,119.0,931,5,13,0,0,0,0,0
4624744,8,20,3,2012,1930,2102,2031,11.0,3252.0,1138.0,50,61,34,1,42,81.0,113.0,140,3,13,0,7,0,0,24
1468525,3,25,2,2255,2120,16,2245,16.0,1461.0,2071.0,81,85,63,1,95,79.0,185.0,407,3,15,80,0,0,0,11
6903750,12,10,3,1614,1555,1745,1730,1.0,490.0,2327.0,91,95,79,1,19,81.0,274.0,551,2,10,15,0,0,0,0
476764,1,25,5,1137,935,1229,1040,0.0,5952.0,51.0,52,65,34,1,122,181.0,35.0,200,4,14,109,0,0,0,0
6834476,12,18,4,1216,1210,1318,1320,11.0,3988.0,3380.0,62,70,46,0,6,210.0,246.0,268,4,12,0,0,0,0,0
5675940,10,25,6,1510,1450,1710,1629,6.0,966.0,4729.0,120,99,86,1,20,18.0,215.0,545,4,30,20,0,21,0,0
3831704,7,11,5,2232,2220,626,616,15.0,42.0,3504.0,294,296,263,0,12,157.0,135.0,2288,6,25,0,0,0,0,0
6240681,11,30,7,1501,1245,1844,1504,7.0,5464.0,3719.0,223,139,152,1,136,281.0,18.0,793,18,53,84,0,86,0,50
6378984,11,15,6,911,905,1006,1005,1.0,1289.0,1766.0,55,60,38,0,6,186.0,284.0,204,5,12,0,0,0,0,0
3065874,6,23,1,1010,945,1146,1135,17.0,2601.0,1093.0,96,110,85,1,25,264.0,220.0,621,3,8,0,0,0,0,0
5828649,10,21,2,1533,1520,1718,1655,1.0,335.0,1989.0,165,155,122,1,13,162.0,210.0,733,15,28,13,0,10,0,0
2677903,5,27,2,2141,1610,2345,1805,16.0,1485.0,194.0,124,115,79,1,331,63.0,162.0,544,6,39,0,0,340,0,0
6771740,12,31,3,1104,1056,1314,1313,7.0,5569.0,4521.0,70,77,55,0,8,94.0,18.0,350,3,12,0,0,0,0,0
5373518,9,6,6,853,715,1149,1021,6.0,1258.0,4796.0,116,126,82,1,98,258.0,266.0,689,6,28,88,0,0,0,0
982371,2,17,7,1455,1435,1550,1530,11.0,3904.0,3305.0,115,115,86,1,20,294.0,210.0,475,15,14,0,0,0,0,20
671940,2,22,5,919,905,1029,1005,17.0,2021.0,4140.0,70,60,39,1,14,275.0,179.0,251,4,27,2,0,10,0,12
6778518,12,27,6,1911,1901,1928,1912,7.0,5039.0,1323.0,77,71,42,1,10,18.0,295.0,264,6,29,0,0,6,0,10
3805129,7,16,3,2148,2059,2315,2228,14.0,6547.0,3937.0,147,149,118,1,49,210.0,68.0,911,5,24,47,0,0,0,0
473053,1,27,7,728,610,907,748,0.0,5841.0,28.0,99,98,69,1,78,244.0,87.0,382,15,15,78,0,1,0,0
453890,1,1,2,1727,1710,1954,1935,13.0,5437.0,5079.0,147,145,126,1,17,257.0,37.0,829,4,17,0,17,2,0,0
2603747,5,30,5,1412,1329,1558,1522,14.0,6595.0,5202.0,106,113,91,1,43,80.0,123.0,624,3,12,36,0,0,0,0
6223430,11,30,7,1814,1720,2051,2030,6.0,1666.0,1660.0,277,310,252,1,54,96.0,266.0,1968,5,20,1,0,2,0,18
4333936,8,12,2,1036,1025,1341,1323,18.0,7486.0,301.0,125,118,102,1,11,157.0,36.0,674,5,18,0,0,7,0,11
1078438,2,17,7,2111,1925,2312,2140,1.0,1279.0,3101.0,181,195,161,1,106,186.0,210.0,1197,6,14,0,0,9,0,83
77486,1,27,7,1644,1610,1809,1735,17.0,2087.0,2151.0,85,85,69,1,34,35.0,179.0,395,5,11,7,0,0,0,27
4225428,7,14,1,1904,1850,2036,2030,6.0,947.0,350.0,272,280,243,0,14,18.0,157.0,1946,11,18,0,0,0,0,0
91681,1,31,4,1852,1835,1947,1935,17.0,54.0,2533.0,55,60,43,1,17,132.0,130.0,276,3,9,0,0,0,0,0
4355257,8,3,7,1511,1450,1617,1612,18.0,2092.0,913.0,126,142,107,0,21,136.0,68.0,809,8,11,0,0,0,0,0
3522747,6,18,3,1948,1900,2045,2000,1.0,2413.0,1764.0,57,60,39,1,48,81.0,286.0,237,4,14,8,0,0,0,37
2256826,4,15,2,1728,1710,2059,2035,0.0,5821.0,62.0,151,145,125,1,18,262.0,87.0,886,11,15,0,0,6,0,18
4206063,7,9,3,2109,2100,2146,2137,5.0,1423.0,3870.0,157,157,129,0,9,136.0,220.0,1009,6,22,0,0,0,0,0
2453326,5,22,4,1542,1515,1926,1915,17.0,2454.0,3783.0,164,180,149,1,27,179.0,104.0,1166,6,9,0,0,0,0,0
6469123,12,4,4,1939,1855,2241,2210,17.0,43.0,1708.0,122,135,113,1,44,130.0,104.0,957,2,7,1,0,0,0,30
3201725,6,23,1,1852,1612,2018,1729,14.0,5470.0,844.0,86,77,78,1,160,6.0,258.0,250,5,3,0,0,169,0,0
4450971,8,29,5,825,818,908,902,14.0,5712.0,895.0,43,44,20,0,7,259.0,193.0,78,4,19,0,0,0,0,0
2128735,4,30,3,1011,930,1221,1144,7.0,4900.0,4915.0,70,74,50,1,41,192.0,18.0,302,8,12,37,0,0,0,0
982759,2,19,2,706,650,823,745,11.0,3919.0,3433.0,77,55,37,1,16,190.0,210.0,139,24,16,0,0,22,16,0
2109788,4,25,5,1637,1620,1816,1752,7.0,4263.0,3762.0,159,152,128,1,17,18.0,249.0,874,3,28,0,0,7,0,17
157999,1,13,7,2050,2030,2200,2145,13.0,5308.0,1649.0,70,75,47,1,20,18.0,120.0,306,5,18,0,15,0,0,0
4706975,8,3,7,643,625,805,756,0.0,5788.0,68.0,82,91,64,0,18,206.0,181.0,432,7,11,0,0,0,0,0
1706719,3,4,2,1616,1510,2027,1810,1.0,2217.0,878.0,191,120,102,1,66,81.0,18.0,732,18,71,0,0,137,0,0
885498,2,1,5,1144,1100,1324,1225,17.0,1602.0,3183.0,100,85,78,1,44,87.0,48.0,408,5,17,0,10,15,0,34
1288540,3,14,5,721,715,903,902,18.0,2805.0,471.0,102,107,88,0,6,137.0,136.0,542,6,8,0,0,0,0,0
1125854,2,16,6,745,735,946,950,4.0,329.0,2610.0,121,135,100,0,10,135.0,177.0,758,8,13,0,0,0,0,0
1220824,3,16,7,2205,2055,2211,2120,17.0,638.0,1160.0,66,85,54,1,70,267.0,155.0,368,4,8,0,0,0,0,51
1746273,3,27,4,1841,1810,2053,2031,5.0,283.0,1562.0,252,261,231,1,31,136.0,204.0,1628,6,15,22,0,0,0,0
6872575,12,20,6,1241,1202,1509,1434,12.0,1576.0,5035.0,148,152,118,1,39,149.0,87.0,814,16,14,0,0,0,0,35
4529600,8,28,4,708,655,830,834,16.0,569.0,3337.0,262,279,246,0,13,285.0,155.0,1984,6,10,0,0,0,0,0
1229349,3,19,3,1440,1420,1604,1600,17.0,2102.0,3912.0,84,100,67,0,20,155.0,204.0,407,3,14,0,0,0,0,0
1529050,3,15,6,2200,2140,2330,2307,8.0,417.0,5074.0,150,147,134,1,20,80.0,157.0,862,7,9,20,0,3,0,0
5235439,9,21,7,2142,2112,2313,2256,12.0,658.0,3951.0,91,104,71,1,30,87.0,96.0,487,7,13,17,0,0,0,0
1369431,3,15,6,1712,1655,1837,1825,14.0,3861.0,2050.0,85,90,55,1,17,267.0,80.0,391,8,22,0,0,0,0,0
946125,2,12,2,1948,1926,2122,2103,9.0,641.0,5259.0,94,97,79,1,22,37.0,218.0,464,5,10,0,0,0,0,19
505827,1,17,4,1659,1445,1933,1730,1.0,1344.0,2661.0,214,225,198,1,134,210.0,288.0,1437,3,13,0,15,15,0,93
6675475,12,17,3,1437,1428,1748,1754,15.0,570.0,2433.0,131,146,115,0,9,216.0,80.0,992,8,8,0,0,0,0,0
1503575,3,5,3,1400,1242,1433,1328,7.0,4221.0,3786.0,93,106,76,1,78,18.0,274.0,483,6,11,65,0,0,0,0
4018530,7,10,4,1712,1645,2101,2040,11.0,3830.0,2395.0,169,175,146,1,27,81.0,46.0,1212,3,20,21,0,0,0,0
4337040,8,6,3,1153,1120,1359,1332,18.0,3059.0,372.0,126,132,102,1,33,57.0,96.0,628,6,18,0,0,1,0,26
2500609,5,11,7,1644,1635,1818,1830,18.0,2759.0,370.0,154,175,126,0,9,96.0,274.0,872,5,23,0,0,0,0,0
2801207,5,10,6,1032,1025,1230,1240,11.0,4381.0,3499.0,58,75,43,0,7,210.0,256.0,286,6,9,0,0,0,0,0
1552510,3,26,3,1908,1859,2101,2039,9.0,211.0,4805.0,113,100,74,1,9,162.0,51.0,396,5,34,0,0,13,0,9
4195438,7,18,5,1750,1740,2147,2148,5.0,481.0,328.0,237,248,209,0,10,266.0,96.0,1608,11,17,0,0,0,0,0
6107636,11,11,2,1323,1215,1415,1317,14.0,5729.0,2782.0,52,62,41,1,68,58.0,258.0,153,2,9,0,0,0,0,58
5602652,10,8,3,1933,1859,2102,2042,15.0,690.0,4628.0,149,163,114,1,34,162.0,210.0,733,3,32,0,0,0,0,20
1317985,3,15,6,1515,1440,1759,1735,19.0,7237.0,1014.0,104,115,89,1,35,210.0,50.0,666,3,12,24,0,0,0,0
1434922,3,6,4,1915,1748,2231,2015,15.0,1540.0,2251.0,256,207,159,1,87,104.0,210.0,1182,6,91,0,0,96,0,40
349028,1,11,5,1508,1455,1637,1625,8.0,573.0,5064.0,89,90,75,1,13,80.0,266.0,391,4,10,0,0,0,0,0
6206925,11,17,1,1311,1240,1516,1437,6.0,861.0,3118.0,125,117,86,1,31,104.0,18.0,581,21,18,0,0,8,0,31
160616,1,17,4,1055,1045,1152,1126,13.0,5464.0,1738.0,57,41,31,1,10,73.0,256.0,83,6,20,10,0,16,0,0
552267,1,11,5,1708,1455,1959,1751,4.0,393.0,2595.0,171,176,143,1,133,162.0,177.0,950,6,22,2,0,0,0,126
6542397,12,27,6,1822,1750,2129,2120,17.0,1777.0,4771.0,127,150,113,0,32,216.0,220.0,1009,7,7,0,0,0,0,0
227975,1,13,7,1443,1437,1608,1551,15.0,355.0,5084.0,145,134,116,1,6,48.0,210.0,622,8,21,6,0,11,0,0
6968813,12,27,6,2106,1950,5,2231,4.0,835.0,3137.0,179,161,160,1,76,215.0,150.0,1028,11,8,0,0,55,0,39
3153418,6,11,3,2000,1820,2215,2001,13.0,5342.0,5024.0,135,101,90,1,100,238.0,162.0,431,10,35,100,0,34,0,0
4667949,8,4,1,1547,1514,1627,1614,12.0,283.0,3054.0,100,120,80,1,33,87.0,181.0,610,6,14,0,0,0,0,0
1509680,3,10,1,1714,1657,1658,1657,7.0,4417.0,4508.0,44,60,28,0,17,18.0,133.0,151,3,13,0,0,0,0,0
2058195,4,12,6,1847,1755,2119,2114,16.0,967.0,713.0,332,379,307,0,52,219.0,258.0,2521,3,22,0,0,0,0,0
2025805,4,21,1,1932,1900,2056,2036,15.0,690.0,2622.0,144,156,99,1,32,162.0,210.0,733,4,41,13,0,0,0,7
2009866,4,25,5,922,803,1153,1022,15.0,187.0,4628.0,271,259,244,1,79,210.0,248.0,1723,1,26,79,0,12,0,0
1036588,2,4,1,1803,1715,2112,2023,0.0,2965.0,114.0,129,128,89,1,48,167.0,87.0,701,34,6,0,0,1,0,48
5375385,9,8,1,2327,2145,29,2247,6.0,791.0,4711.0,122,122,96,1,102,18.0,210.0,606,8,18,87,0,0,0,15
4871913,9,11,4,2147,2120,2238,2215,17.0,53.0,3615.0,51,55,40,1,27,130.0,132.0,276,2,9,7,0,0,0,16
4575756,8,28,4,1542,1525,1733,1721,7.0,4779.0,4669.0,111,116,84,1,17,73.0,13.0,623,9,18,0,0,0,0,0
787723,2,15,5,830,820,908,905,14.0,5712.0,2671.0,38,45,20,0,10,259.0,193.0,78,4,14,0,0,0,0,0
5755903,10,6,1,1001,930,1129,1100,11.0,3871.0,3154.0,88,90,72,1,31,148.0,81.0,408,7,9,5,0,0,0,24
4477926,8,26,2,1816,1803,2057,2057,15.0,727.0,2851.0,101,114,84,0,13,210.0,48.0,622,4,13,0,0,0,0,0
682714,2,26,2,2215,2145,2312,2255,17.0,1362.0,1066.0,57,70,47,1,30,175.0,206.0,313,3,7,0,0,0,0,17
4640619,8,17,7,919,845,911,850,11.0,3910.0,2500.0,52,65,37,1,34,140.0,210.0,177,5,10,0,0,0,0,21
5001585,9,5,5,1957,1951,2048,2035,14.0,6536.0,3958.0,111,104,94,1,6,287.0,80.0,541,5,12,0,0,0,0,0
6939941,12,26,5,1743,1635,1904,1740,1.0,2276.0,987.0,141,125,93,1,68,81.0,80.0,641,34,14,68,0,16,0,0
2023431,4,21,1,724,715,1108,1116,15.0,612.0,4518.0,164,181,145,0,9,267.0,210.0,1249,9,10,0,0,0,0,0
2430992,5,15,4,1804,1735,2002,1945,17.0,3393.0,3656.0,118,130,106,1,29,258.0,263.0,697,2,10,0,0,5,0,12
6955497,12,2,2,1657,1629,2011,1935,4.0,379.0,3044.0,194,186,167,1,28,162.0,104.0,1076,7,20,15,0,8,0,13
6625060,12,27,6,1633,1500,1942,1747,14.0,4697.0,1526.0,129,107,96,1,93,157.0,266.0,590,7,26,14,0,22,0,79
6836606,12,31,3,804,740,936,910,11.0,4095.0,3496.0,152,150,125,1,24,241.0,210.0,642,11,16,24,0,2,0,0
5838797,10,28,2,1934,1845,2355,2300,1.0,759.0,2975.0,201,195,177,1,49,81.0,162.0,1389,3,21,0,0,39,0,16
2405871,5,8,4,2208,2155,2308,2255,17.0,764.0,1347.0,60,60,44,1,13,155.0,248.0,258,3,13,0,0,0,0,0
1471789,3,27,4,1902,1852,118,119,16.0,498.0,3187.0,196,207,172,0,10,220.0,140.0,1489,8,16,0,0,0,0,0
783976,2,13,3,1553,1456,1812,1641,14.0,3918.0,2039.0,139,105,78,1,57,267.0,102.0,532,4,57,91,0,0,0,0
4247419,8,7,4,1036,1020,1355,1340,17.0,3337.0,1969.0,139,140,121,1,16,80.0,179.0,895,5,13,0,0,0,0,15
1672129,3,7,5,1548,1540,1701,1655,1.0,667.0,1846.0,73,75,50,0,8,81.0,137.0,328,4,19,0,0,0,0,0
160443,1,17,4,1142,1115,1424,1401,13.0,5259.0,5245.0,102,106,93,1,27,207.0,73.0,614,3,6,0,23,0,0,0
6737400,12,14,7,1405,1336,1554,1526,6.0,12.0,3079.0,109,110,82,1,29,248.0,18.0,515,13,14,0,0,0,0,28
5186550,9,25,4,1626,1620,2124,2120,11.0,3114.0,2446.0,178,180,156,0,6,157.0,298.0,1371,10,12,0,0,0,0,0
6361779,11,25,2,750,730,1042,1030,1.0,450.0,3232.0,172,180,157,1,20,186.0,37.0,1258,6,9,0,0,0,0,0
1529466,3,17,1,1047,1024,1402,1335,8.0,261.0,4938.0,135,131,122,1,23,271.0,80.0,846,5,8,0,0,4,0,23
2484714,5,16,5,2108,2030,2210,2143,18.0,141.0,215.0,122,133,102,1,38,68.0,209.0,789,6,14,2,0,0,0,25
1250615,3,25,2,2003,1955,2213,2205,17.0,1418.0,3656.0,130,130,114,0,8,224.0,177.0,834,6,10,0,0,0,0,0
3943993,7,9,3,1110,1100,1345,1332,7.0,4438.0,4676.0,95,92,71,1,10,44.0,18.0,449,13,11,0,0,0,0,0
1130174,2,23,6,1359,1250,1700,1520,4.0,44.0,2396.0,181,150,119,1,69,177.0,150.0,944,7,55,0,69,31,0,0
2819401,5,1,4,1306,1300,1712,1700,12.0,436.0,1479.0,186,180,166,1,6,199.0,284.0,1307,5,15,0,0,0,0,0
408012,1,12,6,1429,1420,1632,1635,11.0,4210.0,4624.0,123,135,111,0,9,186.0,211.0,802,3,9,0,0,0,0,0
6923939,12,16,2,2400,2310,55,5,1.0,1405.0,2536.0,55,55,40,1,50,81.0,286.0,237,3,12,50,0,0,0,0
2928970,5,23,5,746,740,1403,1329,3.0,658.0,1253.0,257,229,225,1,6,258.0,81.0,1660,13,19,6,0,28,0,0
5751484,10,24,5,2018,2005,2103,2100,11.0,3680.0,3053.0,45,55,28,0,13,81.0,291.0,181,2,15,0,0,0,0,0
6822947,12,5,5,1531,1525,1725,1730,11.0,3477.0,4591.0,114,125,99,0,6,34.0,81.0,690,10,5,0,0,0,0,0
5773029,10,1,3,907,850,1056,1020,11.0,4667.0,3731.0,109,90,72,1,17,238.0,150.0,426,13,24,2,0,19,0,15
2356810,4,14,1,1439,1355,1729,1620,5.0,1157.0,455.0,170,145,120,1,44,96.0,18.0,745,14,36,44,0,25,0,0
4482704,8,22,5,1758,1635,2019,1922,15.0,911.0,4349.0,321,347,297,1,83,135.0,258.0,2419,5,19,57,0,0,0,0
1415254,3,27,4,2316,1932,8,2049,15.0,567.0,1442.0,112,137,97,1,224,63.0,210.0,599,4,11,0,0,0,0,199
4363038,8,9,6,1512,1445,1648,1613,18.0,1.0,399.0,216,208,194,1,27,206.0,268.0,1342,6,16,27,0,8,0,0
2236141,4,21,1,1022,858,1118,1003,12.0,1727.0,335.0,116,125,95,1,84,61.0,199.0,622,2,19,75,0,0,0,0
1815885,4,10,4,1522,1515,1652,1645,17.0,2699.0,3063.0,90,90,78,0,7,257.0,48.0,495,4,8,0,0,0,0,0
1936350,4,25,5,1453,1310,1745,1556,19.0,7090.0,2406.0,172,166,146,1,103,210.0,136.0,925,11,15,0,0,6,0,103
773931,2,6,3,1701,1552,1736,1633,14.0,6318.0,4780.0,95,101,79,1,69,36.0,258.0,522,4,12,0,0,0,0,63
2643681,5,4,7,814,800,1027,955,15.0,1582.0,2179.0,253,235,223,1,14,210.0,155.0,1515,5,25,14,0,18,0,0
4941399,9,12,5,2310,2100,21,2244,18.0,2742.0,596.0,131,164,105,1,130,96.0,35.0,748,6,20,0,0,0,0,97
1855542,4,22,2,1957,1950,40,45,17.0,2816.0,982.0,163,175,150,0,7,220.0,274.0,1262,3,10,0,0,0,0,0
4766787,8,2,6,1352,1337,1530,1524,3.0,62.0,4037.0,98,107,79,0,15,16.0,151.0,571,9,10,0,0,0,0,0
4591455,8,2,6,1428,1352,1537,1517,9.0,579.0,5333.0,129,145,111,1,36,18.0,249.0,874,5,13,20,0,0,0,0
5809693,10,30,4,1207,1155,1418,1415,0.0,3730.0,5.0,131,140,104,0,12,57.0,87.0,668,18,9,0,0,0,0,0
1182467,3,5,3,1859,1830,1948,1925,17.0,48.0,857.0,49,55,38,1,29,130.0,76.0,239,3,8,0,0,0,0,23
5905004,10,26,7,1601,1545,2200,2150,5.0,183.0,3870.0,239,245,223,0,16,258.0,136.0,1874,6,10,0,0,0,0,0
6227554,11,20,4,1347,1314,1555,1520,7.0,5030.0,4676.0,68,66,44,1,33,296.0,18.0,264,11,13,33,0,2,0,0
3729688,7,17,4,1811,1645,1820,1702,18.0,2345.0,371.0,69,77,54,1,86,61.0,187.0,328,7,8,78,0,0,0,0
482447,1,30,3,1300,1245,1432,1435,1.0,360.0,2307.0,92,110,76,0,15,287.0,210.0,585,3,13,0,0,0,0,0
4522056,8,22,5,1854,1835,136,126,16.0,614.0,3151.0,222,231,197,0,19,220.0,18.0,1587,9,16,0,0,0,0,0
1580617,3,12,3,700,1250,1029,1540,11.0,3889.0,2411.0,149,110,91,1,1090,201.0,81.0,722,10,48,1090,0,39,0,0
2008857,4,20,7,2110,2021,2339,2252,15.0,153.0,3532.0,269,271,250,1,49,210.0,258.0,1846,7,12,47,0,0,0,0
4404803,8,1,5,2127,2103,2211,2138,14.0,4131.0,2086.0,104,95,66,1,24,267.0,171.0,461,6,32,24,0,9,0,0
348673,1,10,4,1142,1130,1257,1255,8.0,568.0,4790.0,75,85,54,0,12,267.0,80.0,391,8,13,0,0,0,0,0
4067647,7,9,3,1510,1500,1943,1958,12.0,1216.0,2523.0,153,178,134,0,10,80.0,87.0,1123,6,13,0,0,0,0,0
1933376,4,21,1,908,900,1158,1149,19.0,7056.0,615.0,110,109,83,0,8,210.0,120.0,590,5,22,0,0,0,0,0
4177157,7,24,4,1940,1620,2251,1929,4.0,379.0,2787.0,191,189,148,1,200,162.0,104.0,1076,9,34,182,0,2,0,18
2214592,4,14,1,711,700,942,930,12.0,430.0,2795.0,151,150,131,1,11,87.0,177.0,957,8,12,0,0,0,0,0
1547144,3,19,3,1749,1534,2041,1800,9.0,1694.0,4957.0,172,146,121,1,135,96.0,18.0,745,13,38,0,0,26,0,135
6092201,11,24,1,1619,1555,1752,1733,14.0,4429.0,4333.0,153,158,126,1,24,18.0,20.0,813,5,22,19,0,0,0,0
1140224,2,12,2,1642,1440,1948,1730,5.0,34.0,256.0,186,170,125,1,122,177.0,96.0,938,36,25,0,0,138,0,0
3354077,6,9,1,1954,1925,2203,2132,9.0,387.0,1189.0,129,127,113,1,29,140.0,284.0,838,6,10,0,0,2,0,29
3517252,6,30,1,1637,1620,2128,2120,1.0,2003.0,2914.0,171,180,147,0,17,249.0,81.0,1171,9,15,0,0,0,0,0
4796148,8,30,6,2331,2030,204,2329,4.0,584.0,3004.0,153,179,138,1,181,104.0,131.0,1098,4,11,0,0,0,0,155
2372986,4,4,5,1445,1340,1648,1511,6.0,878.0,5350.0,183,151,150,1,65,18.0,249.0,874,8,25,0,0,32,0,65
6930201,12,12,5,2020,1755,2309,2059,1.0,1679.0,2644.0,109,124,94,1,145,35.0,162.0,764,5,10,0,0,93,0,37
6494374,12,12,5,1229,1215,1316,1305,17.0,2316.0,1037.0,47,50,36,1,14,48.0,211.0,159,4,7,0,0,0,0,0
5208722,9,29,1,1615,1450,1900,1735,11.0,4127.0,3460.0,105,105,87,1,85,210.0,280.0,607,6,12,16,0,0,0,69
5536175,10,27,1,2008,1920,2235,2150,13.0,6665.0,4234.0,147,150,111,1,48,149.0,162.0,834,7,29,0,45,0,0,0
4377816,8,21,4,1123,1109,1219,1215,19.0,7155.0,2373.0,116,126,92,0,14,18.0,210.0,606,6,18,0,0,0,0,0
2905437,5,7,3,2040,2020,2133,2115,1.0,1726.0,2319.0,53,55,37,1,20,81.0,20.0,190,4,12,4,0,0,0,14
6954010,12,30,2,1446,1400,1646,1610,3.0,326.0,4213.0,120,130,106,1,46,258.0,263.0,697,3,11,0,0,0,0,36
2450610,5,21,3,636,630,838,835,17.0,3764.0,1926.0,122,125,108,0,6,220.0,258.0,651,5,9,0,0,0,0,0
4180803,7,31,4,1935,1800,2112,1922,4.0,1065.0,724.0,97,82,41,1,95,37.0,150.0,187,10,46,0,0,50,0,60
4171488,7,14,1,1345,1320,1620,1619,4.0,375.0,3696.0,155,179,141,0,25,162.0,104.0,1076,4,10,0,0,0,0,0
398633,1,22,2,1158,950,1248,1045,11.0,3862.0,3157.0,50,55,36,1,128,81.0,118.0,134,3,11,0,47,0,0,76
5592107,10,26,7,808,752,1002,1000,15.0,349.0,4579.0,294,308,278,0,16,18.0,258.0,2139,5,11,0,0,0,0,0
3320961,6,8,7,1828,1617,1933,1719,7.0,4340.0,5043.0,65,62,31,1,131,294.0,18.0,152,13,21,0,0,3,0,131
168513,1,30,3,2120,2100,2350,2344,13.0,5670.0,4352.0,150,164,129,0,20,162.0,149.0,834,5,16,0,0,0,0,0
6077957,11,6,4,1722,1655,1858,1844,13.0,6430.0,2021.0,96,109,81,1,27,251.0,73.0,515,2,13,0,0,0,0,0
567836,1,22,2,1924,1905,2119,2059,5.0,1046.0,446.0,115,114,82,1,19,61.0,162.0,418,9,24,0,0,20,0,0
1040090,2,17,7,1005,924,1158,1130,0.0,3793.0,109.0,113,126,93,1,41,87.0,202.0,636,4,16,28,0,0,0,0
6819788,12,3,3,2106,2045,2245,2205,11.0,3358.0,3479.0,99,80,77,1,21,81.0,168.0,394,5,17,1,0,19,0,20
1663681,3,19,3,1406,1330,1544,1515,1.0,331.0,2242.0,158,165,126,1,36,162.0,210.0,733,8,24,0,0,0,0,29
948132,2,15,5,1425,1358,1645,1610,9.0,470.0,5204.0,140,132,118,1,27,48.0,177.0,787,7,15,27,0,8,0,0
1020886,2,22,5,1941,1931,2309,2242,12.0,960.0,1350.0,148,131,115,1,10,181.0,104.0,851,11,22,10,0,17,0,0
2066398,4,19,6,957,950,1157,1204,16.0,1552.0,4891.0,120,134,102,0,7,37.0,63.0,728,6,12,0,0,0,0,0
4842689,8,15,5,1020,1010,1308,1304,6.0,1120.0,4728.0,108,114,82,0,10,157.0,266.0,590,6,20,0,0,0,0,0
4759506,8,17,7,2235,2150,5,2325,1.0,2054.0,2726.0,150,155,137,1,45,81.0,266.0,988,3,10,40,0,0,0,0
3486221,6,24,2,1431,1410,1803,1745,1.0,673.0,2913.0,152,155,132,1,21,81.0,177.0,984,6,14,11,0,0,0,7
5587022,10,27,1,2147,2132,2323,2314,15.0,163.0,1389.0,156,162,131,0,15,80.0,263.0,948,5,20,0,0,0,0,0
2024920,4,28,1,2041,1925,2400,2240,15.0,660.0,1524.0,139,135,108,1,76,210.0,185.0,843,4,27,0,0,6,0,74
3614829,7,6,7,1557,1540,1958,1825,17.0,52.0,4192.0,241,165,224,1,17,143.0,284.0,1034,4,13,4,0,76,0,13
4349149,8,3,7,1757,1700,2006,1829,18.0,3081.0,189.0,129,89,50,1,57,96.0,4.0,218,5,74,0,0,97,0,0
874399,2,22,5,725,710,922,826,16.0,1764.0,2061.0,117,76,60,1,15,13.0,219.0,212,17,40,0,0,56,0,0
2007006,4,24,4,1447,1300,2247,2129,15.0,80.0,3504.0,300,329,283,1,107,129.0,157.0,2556,5,12,0,0,0,0,78
300916,1,2,3,1552,1540,1700,1710,17.0,1405.0,3320.0,68,90,56,0,12,233.0,219.0,238,4,8,0,0,0,0,0
6790222,12,2,2,1113,1103,1257,1256,9.0,105.0,5193.0,104,113,79,0,10,104.0,18.0,581,12,13,0,0,0,0,0
224780,1,4,5,1014,955,1144,1136,15.0,245.0,793.0,150,161,123,0,19,210.0,80.0,888,5,22,0,0,0,0,0
4484601,8,24,7,2110,1905,237,55,15.0,1122.0,2400.0,207,230,188,1,125,80.0,37.0,1754,4,15,0,9,0,0,93
3887823,7,13,7,1525,1430,1847,1709,16.0,714.0,726.0,382,339,330,1,55,219.0,157.0,2401,8,44,0,0,43,0,55
